location,target,value
1,2020-12-31,0.959658924244929
1,2021-01-01,0.960026087988392
1,2021-01-02,1.00169837303462
1,2021-01-03,1.0566779519304
1,2021-01-04,1.08721918897564
1,2021-01-05,1.09746070946262
1,2021-01-06,1.13118212826961
1,2021-01-07,1.22255525296366
1,2021-01-08,1.35864634122308
1,2021-01-09,1.43439048399456
1,2021-01-10,1.33556361643549
1,2021-01-11,1.24236430845206
1,2021-01-12,1.06906569765796
1,2021-01-13,0.993121342269124
1,2021-01-14,0.973852418231586
1,2021-01-15,0.943168150811488
1,2021-01-16,0.929305769881455
1,2021-01-17,0.959939092927424
1,2021-01-18,0.953435652756442
1,2021-01-19,0.997441046695017
1,2021-01-20,1.02526148876745
1,2021-01-21,1.03513020538516
1,2021-01-22,1.07715151542083
1,2021-01-23,1.1062810112489
1,2021-01-24,1.08195038028955
1,2021-01-25,1.03610548882499
1,2021-01-26,1.01446366252866
1,2021-01-27,0.975777631799828
1,2021-01-28,0.953161177296885
1,2021-01-29,0.913165298675948
1,2021-01-30,0.833885815282747
1,2021-01-31,0.852065222788343
1,2021-02-01,0.86816550748871
1,2021-02-02,0.863105738553197
1,2021-02-03,0.900156492633188
1,2021-02-04,0.869058418565704
1,2021-02-05,0.854372033955034
1,2021-02-06,0.902510444657775
1,2021-02-07,0.906879148935223
1,2021-02-08,0.946058850391935
1,2021-02-09,0.95531188140348
1,2021-02-10,0.952396696028266
1,2021-02-11,1.02156644450159
1,2021-02-12,1.03668828875883
1,2021-02-13,1.03017963441881
1,2021-02-14,1.01383613337157
1,2021-02-15,0.984402521399951
1,2021-02-16,0.942192737560206
1,2021-02-17,0.929244715419552
1,2021-02-18,0.929723617110718
1,2021-02-19,0.97962933280821
1,2021-02-20,1.05592229273151
1,2021-02-21,1.12458483774521
1,2021-02-22,1.08119845596663
1,2021-02-23,1.08827851919348
1,2021-02-24,1.06707642959508
1,2021-02-25,1.02128974260452
1,2021-02-26,1.01812211471695
1,2021-02-27,1.00199714659025
1,2021-02-28,0.982312926529435
1,2021-03-01,0.99780209441629
1,2021-03-02,0.97524482146829
1,2021-03-03,0.989910640781717
1,2021-03-04,0.991326544485001
1,2021-03-05,0.968060142612253
1,2021-03-06,0.987712255722698
1,2021-03-07,0.963277931334729
1,2021-03-08,0.997256795499634
1,2021-03-09,1.05537484171466
1,2021-03-10,1.1018065320129
1,2021-03-11,1.12246443082701
1,2021-03-12,1.15926784882418
1,2021-03-13,1.19997926895271
1,2021-03-14,1.15340360673657
1,2021-03-15,1.14732538694166
1,2021-03-16,1.13964325547988
1,2021-03-17,1.13594710995102
1,2021-03-18,1.1527410914647
1,2021-03-19,1.1359335979673
1,2021-03-20,1.11382974914255
1,2021-03-21,1.09472207106691
1,2021-03-22,1.07793939479316
1,2021-03-23,1.06648287341832
1,2021-03-24,1.02397749260396
1,2021-03-25,1.03845973625595
1,2021-03-26,1.09595392038103
1,2021-03-27,1.09701736433573
1,2021-03-28,1.1243820529625
1,2021-03-29,1.11057670874743
1,2021-03-30,1.08087250436404
1,2021-03-31,1.0982057012355
1,2021-04-01,1.0688885650531
1,2021-04-02,1.02298175940115
1,2021-04-03,0.957258804709871
1,2021-04-04,0.941352003728992
1,2021-04-05,0.958656918000899
1,2021-04-06,0.911229505722472
1,2021-04-07,0.971107805285542
1,2021-04-08,1.03138711296807
1,2021-04-09,1.07764323624035
1,2021-04-10,1.21928191807379
1,2021-04-11,1.21713303887643
1,2021-04-12,1.15693278806886
1,2021-04-13,1.21708974464633
1,2021-04-14,1.12206076190481
1,2021-04-15,1.06985811337103
1,2021-04-16,1.01547205802049
1,2021-04-17,0.963962684918568
1,2021-04-18,0.958390244140778
1,2021-04-19,0.98581723748051
1,2021-04-20,1.00578827244112
1,2021-04-21,1.01824159997515
1,2021-04-22,1.02393179384481
1,2021-04-23,1.05716201628768
1,2021-04-24,1.04122317734327
1,2021-04-25,0.998630517882048
1,2021-04-26,0.991175833210862
1,2021-04-27,0.978515468342052
1,2021-04-28,0.944263023710291
1,2021-04-29,0.945005523687141
1,2021-04-30,0.893278063344706
1,2021-05-01,0.86059365961486
1,2021-05-02,0.881781787282885
1,2021-05-03,0.906284579919613
1,2021-05-04,0.916977010399833
1,2021-05-05,0.965013828595137
1,2021-05-06,0.96454274280267
1,2021-05-07,0.966824562622666
1,2021-05-08,0.950777015588784
1,2021-05-09,0.957874410991227
1,2021-05-10,0.943676510698718
1,2021-05-11,0.907680042323979
1,2021-05-12,0.877447753142443
1,2021-05-13,0.821133035199968
1,2021-05-14,0.754383544004376
1,2021-05-15,0.771121101242509
1,2021-05-16,0.796904623927649
1,2021-05-17,0.865169643681465
1,2021-05-18,0.919737397382146
1,2021-05-19,0.915883662026255
1,2021-05-20,0.908843208622258
1,2021-05-21,0.943081686290652
1,2021-05-22,0.897493496890118
1,2021-05-23,0.907700692150197
1,2021-05-24,0.918793091552989
1,2021-05-25,0.771134316065607
1,2021-05-26,0.793125231239295
1,2021-05-27,0.808421147876809
1,2021-05-28,0.79457891857675
1,2021-05-29,0.84067183619533
1,2021-05-30,0.897757191283791
1,2021-05-31,0.907493947377701
1,2021-06-01,0.971983068025688
1,2021-06-02,0.957524700096902
1,2021-06-03,0.912529661805966
1,2021-06-04,0.862072532047273
1,2021-06-05,0.798993124201209
1,2021-06-06,0.775220037831909
1,2021-06-07,0.760072027085746
1,2021-06-08,0.761579796695459
1,2021-06-09,0.696344001663439
1,2021-06-10,0.727280374030982
1,2021-06-11,0.707554476988663
1,2021-06-12,0.809581710256364
1,2021-06-13,1.0209448030015
1,2021-06-14,1.01503619185403
1,2021-06-15,1.3783000933503
1,2021-06-16,2.34414729608834
1,2021-06-17,3.09719570971394
1,2021-06-18,2.49396612698159
1,2021-06-19,1.44711318756894
1,2021-06-20,1.24200740263129
1,2021-06-21,1.632704779757
1,2021-06-22,1.59143438032282
1,2021-06-23,1.21956973117224
1,2021-06-24,0.952194232017918
1,2021-06-25,0.807731521697469
1,2021-06-26,0.916851524971575
1,2021-06-27,1.2381156038729
1,2021-06-28,2.0226821450053
1,2021-06-29,2.70781324095443
1,2021-06-30,2.60208445318783
1,2021-07-01,2.39408912170232
1,2021-07-02,2.21788236506948
1,2021-07-03,3.51606704020033
1,2021-07-04,4.03469435335512
1,2021-07-05,3.33653182792188
1,2021-07-06,1.97694334993693
1,2021-07-07,1.68499382248613
1,2021-07-08,1.54780546413948
1,2021-07-09,1.6610372619801
1,2021-07-10,1.791763056244
1,2021-07-11,1.75999687720675
1,2021-07-12,1.68800066478438
1,2021-07-13,1.69015357855485
1,2021-07-14,2.01888891321065
1,2021-07-15,2.30462194981883
1,2021-07-16,2.98469471631009
1,2021-07-17,3.32238971826349
1,2021-07-18,3.00043886848267
1,2021-07-19,2.20229433195817
1,2021-07-20,1.71421839139968
1,2021-07-21,1.53668478230574
1,2021-07-22,1.63643343337726
1,2021-07-23,1.61550426665122
1,2021-07-24,1.7489759027599
1,2021-07-25,1.63131595946455
1,2021-07-26,1.78634764730351
1,2021-07-27,1.64078873171856
1,2021-07-28,1.72144670184178
1,2021-07-29,1.83662798355488
1,2021-07-30,1.71035142518328
1,2021-07-31,1.48044968192572
1,2021-08-01,1.30841881879513
1,2021-08-02,1.31557324810983
1,2021-08-03,1.46000731087403
1,2021-08-04,1.62959035408196
1,2021-08-05,1.76684137523403
1,2021-08-06,1.67603394112491
1,2021-08-07,1.52183498941461
1,2021-08-08,1.39909348941496
1,2021-08-09,1.28032813648398
1,2021-08-10,1.21989270649491
1,2021-08-11,1.188812196225
1,2021-08-12,1.13304325808812
1,2021-08-13,1.10754387485132
1,2021-08-14,1.08145714182803
1,2021-08-15,1.07688445985202
1,2021-08-16,1.07822146549635
1,2021-08-17,1.07538901428905
1,2021-08-18,1.12071022618844
1,2021-08-19,1.08658155871425
1,2021-08-20,1.07823633842431
1,2021-08-21,1.04221522202349
1,2021-08-22,0.985083312052631
1,2021-08-23,0.99913859682701
1,2021-08-24,1.0257039106658
1,2021-08-25,1.00520755651291
1,2021-08-26,1.03598484092189
1,2021-08-27,1.0113682203118
1,2021-08-28,1.00391013063901
1,2021-08-29,1.00132299389053
1,2021-08-30,0.994084893084242
1,2021-08-31,0.990901644016847
1,2021-09-01,1.03793079830324
1,2021-09-02,1.04861298506619
1,2021-09-03,1.0635664568459
1,2021-09-04,1.07822659605939
1,2021-09-05,1.03846728680835
1,2021-09-06,1.04045091104247
1,2021-09-07,1.01373486553491
1,2021-09-08,0.966351146237669
1,2021-09-09,0.976386492134207
1,2021-09-10,0.937561838338816
1,2021-09-11,0.940500796717431
1,2021-09-12,0.968115160586966
1,2021-09-13,0.957459119478984
1,2021-09-14,0.936180182048694
1,2021-09-15,0.954389551840235
1,2021-09-16,0.928553845150268
1,2021-09-17,0.920761095952797
1,2021-09-18,0.881192717723968
1,2021-09-19,0.865645111322585
1,2021-09-20,0.840643950351668
1,2021-09-21,0.885382822653813
1,2021-09-22,0.890769656691102
1,2021-09-23,0.902210122112918
1,2021-09-24,0.933265356607639
1,2021-09-25,0.920363729249753
1,2021-09-26,0.92340084997353
1,2021-09-27,0.976496688461157
1,2021-09-28,0.99382547994501
1,2021-09-29,1.00165050351652
1,2021-09-30,1.03487533524255
1,2021-10-01,1.00186694360223
1,2021-10-02,0.96346715173934
1,2021-10-03,0.984294772057637
1,2021-10-04,1.00315009520131
1,2021-10-05,1.03994101371127
1,2021-10-06,1.08591392931661
1,2021-10-07,1.12942008868309
1,2021-10-08,1.14561641007085
1,2021-10-09,1.13488536146104
1,2021-10-10,1.09130488055568
1,2021-10-11,1.0690742350426
1,2021-10-12,0.975887540927635
1,2021-10-13,0.981987589094648
1,2021-10-14,0.988351013041891
1,2021-10-15,1.00265553691528
1,2021-10-16,1.10597671284392
1,2021-10-17,1.12001357576472
1,2021-10-18,1.27367175545479
1,2021-10-19,1.57424188897961
1,2021-10-20,1.67298864845087
1,2021-10-21,1.72927360248972
1,2021-10-22,1.67321234050087
1,2021-10-23,1.45482602295584
1,2021-10-24,1.31450677977336
1,2021-10-25,1.23457057275907
1,2021-10-26,1.19932560327999
1,2021-10-27,1.17639903852893
1,2021-10-28,1.20318365415234
1,2021-10-29,1.20300991993226
1,2021-10-30,1.192607666399
1,2021-10-31,1.16438963251856
1,2021-11-01,1.08974570830658
1,2021-11-02,1.05067809634337
1,2021-11-03,1.03862122134743
1,2021-11-04,1.02737831046998
1,2021-11-05,1.08685389699474
1,2021-11-06,1.08519095626012
1,2021-11-07,1.06399782583314
1,2021-11-08,1.09099102764352
1,2021-11-09,1.12879705218915
1,2021-11-10,1.2210464656387
1,2021-11-11,1.29565220324466
1,2021-11-12,1.29176688947901
1,2021-11-13,1.26988555488513
1,2021-11-14,1.21809273009594
1,2021-11-15,1.1800710497064
1,2021-11-16,1.1471947352742
1,2021-11-17,1.20053436069461
1,2021-11-18,1.21382438969016
1,2021-11-19,1.26272226231298
1,2021-11-20,1.23069493189903
1,2021-11-21,1.16485154234124
1,2021-11-22,1.1527685298789
1,2021-11-23,1.13274418755004
1,2021-11-24,1.12097970878728
1,2021-11-25,1.1108036289275
1,2021-11-26,1.06082649952366
1,2021-11-27,1.05329370600478
1,2021-11-28,1.03139888709659
1,2021-11-29,1.01492545278051
1,2021-11-30,1.02824559117911
1,2021-12-01,0.993133539602304
1,2021-12-02,0.987724355829485
1,2021-12-03,0.984568378228702
1,2021-12-04,0.944258534044117
1,2021-12-05,0.967497132861356
1,2021-12-06,0.994325456727126
1,2021-12-07,1.03187806160437
1,2021-12-08,1.05774835647121
1,2021-12-09,1.08476169654109
1,2021-12-10,1.07086837436882
1,2021-12-11,1.07314599388959
1,2021-12-12,1.05395181248743
1,2021-12-13,1.01512895979823
1,2021-12-14,1.00620227162217
1,2021-12-15,1.01242479616481
1,2021-12-16,1.02807452240625
1,2021-12-17,1.06279838934512
1,2021-12-18,1.05706891171897
1,2021-12-19,1.04403563606267
1,2021-12-20,1.03276402156618
1,2021-12-21,1.00861761734742
1,2021-12-22,0.963579428040158
1,2021-12-23,0.977880894249279
1,2021-12-24,0.917885526915735
1,2021-12-25,0.907708131387479
1,2021-12-26,0.958734536053774
1,2021-12-27,1.00550227957247
1,2021-12-28,1.10795815663887
1,2021-12-29,1.29803106988811
1,2021-12-30,1.50325334777573
1,2021-12-31,1.66762004959954
1,2022-01-01,1.65754355182285
1,2022-01-02,1.5571241318781
1,2022-01-03,1.52446174206533
1,2022-01-04,1.57307072583834
1,2022-01-05,1.72608085331272
1,2022-01-06,1.88540058488488
1,2022-01-07,1.83009134596365
1,2022-01-08,1.59026382057369
1,2022-01-09,1.37322901390495
1,2022-01-10,1.25896600502383
1,2022-01-11,1.20389133293213
1,2022-01-12,1.19178957745727
1,2022-01-13,1.18607006368954
1,2022-01-14,1.12067718580555
1,2022-01-15,1.09473763508174
1,2022-01-16,1.08464883418501
1,2022-01-17,1.1001673494158
1,2022-01-18,1.17272031945327
1,2022-01-19,1.21993993104382
1,2022-01-20,1.24832302640573
1,2022-01-21,1.25075357044379
1,2022-01-22,1.19927202558991
1,2022-01-23,1.1574825090702
1,2022-01-24,1.14878007957955
1,2022-01-25,1.120415183232
1,2022-01-26,1.09369575506388
1,2022-01-27,1.06876888563753
1,2022-01-28,1.0161930411278
1,2022-01-29,0.996371980547104
1,2022-01-30,0.954889073962689
1,2022-01-31,0.940480460386605
1,2022-02-01,0.923777116514232
1,2022-02-02,0.934478372977151
1,2022-02-03,0.981735573532924
1,2022-02-04,1.00904513474762
1,2022-02-05,1.01893137692971
1,2022-02-06,1.00867073799341
1,2022-02-07,0.98283941689404
1,2022-02-08,0.998466311467437
1,2022-02-09,1.00024026289163
1,2022-02-10,0.961173139797617
1,2022-02-11,0.933640324464867
1,2022-02-12,0.912746862918828
1,2022-02-13,0.922258051052394
1,2022-02-14,0.959000539698386
1,2022-02-15,0.975177642873507
1,2022-02-16,0.983559225826141
1,2022-02-17,0.991471917214606
1,2022-02-18,1.01235952693745
1,2022-02-19,1.03549798520528
1,2022-02-20,1.03662625173431
1,2022-02-21,1.04640289433585
1,2022-02-22,1.07571103314096
1,2022-02-23,1.09523585764233
1,2022-02-24,1.12578198436789
1,2022-02-25,1.13297573961038
1,2022-02-26,1.07336337230432
1,2022-02-27,1.02365741300476
1,2022-02-28,1.04047375801005
1,2022-03-01,1.04378682480253
1,2022-03-02,1.08999983037612
1,2022-03-03,1.09254430184523
1,2022-03-04,1.08283914090345
1,2022-03-05,1.05137537279143
1,2022-03-06,1.02201786199231
1,2022-03-07,1.06767391051737
1,2022-03-08,1.07352152003154
1,2022-03-09,1.11890501038221
1,2022-03-10,1.18145995277217
1,2022-03-11,1.21304776706533
1,2022-03-12,1.23457008499527
1,2022-03-13,1.23119382852298
1,2022-03-14,1.18122015142082
1,2022-03-15,1.18848322507291
1,2022-03-16,1.18149912106941
1,2022-03-17,1.1891095145474
1,2022-03-18,1.16608024143728
1,2022-03-19,1.11625689988293
1,2022-03-20,1.07657347619992
1,2022-03-21,1.04936372226455
1,2022-03-22,1.0443634403912
1,2022-03-23,1.03272369224559
1,2022-03-24,1.01564403199184
1,2022-03-25,0.984815134552143
1,2022-03-26,0.968027478443915
1,2022-03-27,0.948313178275652
1,2022-03-28,0.963416822727059
1,2022-03-29,0.967719688081672
1,2022-03-30,0.981749254231557
1,2022-03-31,0.97161370386388
1,2022-04-01,0.95864181866997
1,2022-04-02,0.927771628631489
1,2022-04-03,0.923166039967466
1,2022-04-04,0.911812933967283
1,2022-04-05,0.890191204023642
1,2022-04-06,0.863904118394566
1,2022-04-07,0.852772372264222
1,2022-04-08,0.855504307181915
1,2022-04-09,0.898198863795365
1,2022-04-10,0.934310721232099
1,2022-04-11,0.993633615726293
1,2022-04-12,1.00691616328547
1,2022-04-13,1.01138410463493
1,2022-04-14,1.04258913762023
1,2022-04-15,0.931086803684344
1,2022-04-16,0.883177828275659
1,2022-04-17,0.890675081596572
1,2022-04-18,0.728140759909399
1,2022-04-19,0.898367997241793
1,2022-04-20,1.05129551810967
1,2022-04-21,1.14693825529547
1,2022-04-22,1.42295985557839
1,2022-04-23,1.32899836527554
1,2022-04-24,1.18027728222018
1,2022-04-25,1.28629597542455
1,2022-04-26,1.09137120953309
1,2022-04-27,0.956748606448519
1,2022-04-28,0.857220254165393
1,2022-04-29,0.748667474987337
1,2022-04-30,0.766202732300355
1,2022-05-01,0.83595176892722
1,2022-05-02,0.864082993708908
1,2022-05-03,0.885434741907364
1,2022-05-04,0.875309880462779
1,2022-05-05,0.852507495470641
1,2022-05-06,0.88926545719587
1,2022-05-07,0.903331223318959
1,2022-05-08,0.936938609200123
1,2022-05-09,0.947289928417375
1,2022-05-10,0.93027463640436
1,2022-05-11,0.917066052755382
1,2022-05-12,0.88806820268785
